name,email,semester,division,batch
Test Student 0482,test.student0482@somaiya.edu,5,B,B1
Test Student 0483,test.student0483@somaiya.edu,5,B,B2
Test Student 0484,test.student0484@somaiya.edu,5,B,B1
Test Student 0485,test.student0485@somaiya.edu,5,B,B2
Test Student 0486,test.student0486@somaiya.edu,5,B,B1
Test Student 0487,test.student0487@somaiya.edu,5,B,B2
Test Student 0488,test.student0488@somaiya.edu,5,B,B1
Test Student 0489,test.student0489@somaiya.edu,5,B,B2
Test Student 0490,test.student0490@somaiya.edu,5,B,B1
Test Student 0491,test.student0491@somaiya.edu,5,B,B2
Test Student 0492,test.student0492@somaiya.edu,5,B,B1
Test Student 0493,test.student0493@somaiya.edu,5,B,B2
Test Student 0494,test.student0494@somaiya.edu,5,B,B1
Test Student 0495,test.student0495@somaiya.edu,5,B,B2
Test Student 0496,test.student0496@somaiya.edu,5,B,B1
Test Student 0497,test.student0497@somaiya.edu,5,B,B2
Test Student 0498,test.student0498@somaiya.edu,5,B,B1
Test Student 0499,test.student0499@somaiya.edu,5,B,B2
Test Student 0500,test.student0500@somaiya.edu,5,B,B1
Test Student 0501,test.student0501@somaiya.edu,5,B,B2
Test Student 0502,test.student0502@somaiya.edu,5,B,B1
Test Student 0503,test.student0503@somaiya.edu,5,B,B2
Test Student 0504,test.student0504@somaiya.edu,5,B,B1
Test Student 0505,test.student0505@somaiya.edu,5,B,B2
Test Student 0506,test.student0506@somaiya.edu,5,B,B1
Test Student 0507,test.student0507@somaiya.edu,5,B,B2
Test Student 0508,test.student0508@somaiya.edu,5,B,B1
Test Student 0509,test.student0509@somaiya.edu,5,B,B2
Test Student 0510,test.student0510@somaiya.edu,5,B,B1
Test Student 0511,test.student0511@somaiya.edu,5,B,B2
Test Student 0512,test.student0512@somaiya.edu,5,B,B1
Test Student 0513,test.student0513@somaiya.edu,5,B,B2
Test Student 0514,test.student0514@somaiya.edu,5,B,B1
Test Student 0515,test.student0515@somaiya.edu,5,B,B2
Test Student 0516,test.student0516@somaiya.edu,5,B,B1
Test Student 0517,test.student0517@somaiya.edu,5,B,B2
Test Student 0518,test.student0518@somaiya.edu,5,B,B1
Test Student 0519,test.student0519@somaiya.edu,5,B,B2
Test Student 0520,test.student0520@somaiya.edu,5,B,B1
Test Student 0521,test.student0521@somaiya.edu,5,B,B2
Test Student 0522,test.student0522@somaiya.edu,5,B,B1
Test Student 0523,test.student0523@somaiya.edu,5,B,B2
Test Student 0524,test.student0524@somaiya.edu,5,B,B1
Test Student 0525,test.student0525@somaiya.edu,5,B,B2
Test Student 0526,test.student0526@somaiya.edu,5,B,B1
Test Student 0527,test.student0527@somaiya.edu,5,B,B2
Test Student 0528,test.student0528@somaiya.edu,5,B,B1
Test Student 0529,test.student0529@somaiya.edu,5,B,B2
Test Student 0530,test.student0530@somaiya.edu,5,B,B1
Test Student 0531,test.student0531@somaiya.edu,5,B,B2
Test Student 0532,test.student0532@somaiya.edu,5,B,B1
Test Student 0533,test.student0533@somaiya.edu,5,B,B2
Test Student 0534,test.student0534@somaiya.edu,5,B,B1
Test Student 0535,test.student0535@somaiya.edu,5,B,B2
Test Student 0536,test.student0536@somaiya.edu,5,B,B1
Test Student 0537,test.student0537@somaiya.edu,5,B,B2
Test Student 0538,test.student0538@somaiya.edu,5,B,B1
Test Student 0539,test.student0539@somaiya.edu,5,B,B2
Test Student 0540,test.student0540@somaiya.edu,5,B,B1
Test Student 0541,test.student0541@somaiya.edu,5,B,B2
Test Student 0542,test.student0542@somaiya.edu,5,B,B1
Test Student 0543,test.student0543@somaiya.edu,5,B,B2
Test Student 0544,test.student0544@somaiya.edu,5,B,B1
Test Student 0545,test.student0545@somaiya.edu,5,B,B2
Test Student 0546,test.student0546@somaiya.edu,5,B,B1
Test Student 0547,test.student0547@somaiya.edu,5,B,B2
Test Student 0548,test.student0548@somaiya.edu,5,B,B1
Test Student 0549,test.student0549@somaiya.edu,5,B,B2
Test Student 0550,test.student0550@somaiya.edu,5,B,B1
Test Student 0551,test.student0551@somaiya.edu,5,B,B2
Test Student 0552,test.student0552@somaiya.edu,5,B,B1
Test Student 0553,test.student0553@somaiya.edu,5,B,B2
Test Student 0554,test.student0554@somaiya.edu,5,B,B1
Test Student 0555,test.student0555@somaiya.edu,5,B,B2
Test Student 0556,test.student0556@somaiya.edu,5,B,B1
Test Student 0557,test.student0557@somaiya.edu,5,B,B2
Test Student 0558,test.student0558@somaiya.edu,5,B,B1
Test Student 0559,test.student0559@somaiya.edu,5,B,B2
Test Student 0560,test.student0560@somaiya.edu,5,B,B1
Test Student 0561,test.student0561@somaiya.edu,5,B,B2
Test Student 0562,test.student0562@somaiya.edu,5,B,B1
Test Student 0563,test.student0563@somaiya.edu,5,B,B2
Test Student 0564,test.student0564@somaiya.edu,5,B,B1
Test Student 0565,test.student0565@somaiya.edu,5,B,B2
Test Student 0566,test.student0566@somaiya.edu,5,B,B1
Test Student 0567,test.student0567@somaiya.edu,5,B,B2
Test Student 0568,test.student0568@somaiya.edu,5,B,B1
Test Student 0569,test.student0569@somaiya.edu,5,B,B2
Test Student 0570,test.student0570@somaiya.edu,5,B,B1
Test Student 0571,test.student0571@somaiya.edu,5,B,B2
Test Student 0572,test.student0572@somaiya.edu,5,B,B1
Test Student 0573,test.student0573@somaiya.edu,5,B,B2
Test Student 0574,test.student0574@somaiya.edu,5,B,B1
Test Student 0575,test.student0575@somaiya.edu,5,B,B2
Test Student 0576,test.student0576@somaiya.edu,5,B,B1
Test Student 0577,test.student0577@somaiya.edu,5,B,B2
Test Student 0578,test.student0578@somaiya.edu,5,B,B1
Test Student 0579,test.student0579@somaiya.edu,5,B,B2
Test Student 0580,test.student0580@somaiya.edu,5,B,B1
Test Student 0581,test.student0581@somaiya.edu,5,B,B2
Test Student 0582,test.student0582@somaiya.edu,5,B,B1
Test Student 0583,test.student0583@somaiya.edu,5,B,B2
Test Student 0584,test.student0584@somaiya.edu,5,B,B1
Test Student 0585,test.student0585@somaiya.edu,5,B,B2
Test Student 0586,test.student0586@somaiya.edu,5,B,B1
Test Student 0587,test.student0587@somaiya.edu,5,B,B2
Test Student 0588,test.student0588@somaiya.edu,5,B,B1
Test Student 0589,test.student0589@somaiya.edu,5,B,B2
Test Student 0590,test.student0590@somaiya.edu,5,B,B1
Test Student 0591,test.student0591@somaiya.edu,5,B,B2
Test Student 0592,test.student0592@somaiya.edu,5,B,B1
Test Student 0593,test.student0593@somaiya.edu,5,B,B2
Test Student 0594,test.student0594@somaiya.edu,5,B,B1
Test Student 0595,test.student0595@somaiya.edu,5,B,B2
Test Student 0596,test.student0596@somaiya.edu,5,B,B1
Test Student 0597,test.student0597@somaiya.edu,5,B,B2
Test Student 0598,test.student0598@somaiya.edu,5,B,B1
Test Student 0599,test.student0599@somaiya.edu,5,B,B2
Test Student 0600,test.student0600@somaiya.edu,5,B,B1
Test Student 0601,test.student0601@somaiya.edu,5,B,B2
Test Student 0602,test.student0602@somaiya.edu,5,B,B1
Test Student 0603,test.student0603@somaiya.edu,5,B,B2
Test Student 0604,test.student0604@somaiya.edu,5,B,B1
Test Student 0605,test.student0605@somaiya.edu,5,B,B2
Test Student 0606,test.student0606@somaiya.edu,5,B,B1
Test Student 0607,test.student0607@somaiya.edu,5,B,B2
Test Student 0608,test.student0608@somaiya.edu,5,B,B1
Test Student 0609,test.student0609@somaiya.edu,5,B,B2
Test Student 0610,test.student0610@somaiya.edu,5,B,B1
Test Student 0611,test.student0611@somaiya.edu,5,B,B2
Test Student 0612,test.student0612@somaiya.edu,5,B,B1
Test Student 0613,test.student0613@somaiya.edu,5,B,B2
Test Student 0614,test.student0614@somaiya.edu,5,B,B1
Test Student 0615,test.student0615@somaiya.edu,5,B,B2
Test Student 0616,test.student0616@somaiya.edu,5,B,B1
Test Student 0617,test.student0617@somaiya.edu,5,B,B2
Test Student 0618,test.student0618@somaiya.edu,5,B,B1
Test Student 0619,test.student0619@somaiya.edu,5,B,B2
Test Student 0620,test.student0620@somaiya.edu,5,B,B1
Test Student 0621,test.student0621@somaiya.edu,5,B,B2
Test Student 0622,test.student0622@somaiya.edu,5,B,B1
Test Student 0623,test.student0623@somaiya.edu,5,B,B2
Test Student 0624,test.student0624@somaiya.edu,5,B,B1
Test Student 0625,test.student0625@somaiya.edu,5,B,B2
Test Student 0626,test.student0626@somaiya.edu,5,B,B1
Test Student 0627,test.student0627@somaiya.edu,5,B,B2
Test Student 0628,test.student0628@somaiya.edu,5,B,B1
Test Student 0629,test.student0629@somaiya.edu,5,B,B2
Test Student 0630,test.student0630@somaiya.edu,5,B,B1
Test Student 0631,test.student0631@somaiya.edu,5,B,B2
Test Student 0632,test.student0632@somaiya.edu,5,B,B1
Test Student 0633,test.student0633@somaiya.edu,5,B,B2
Test Student 0634,test.student0634@somaiya.edu,5,B,B1
Test Student 0635,test.student0635@somaiya.edu,5,B,B2
Test Student 0636,test.student0636@somaiya.edu,5,B,B1
Test Student 0637,test.student0637@somaiya.edu,5,B,B2
Test Student 0638,test.student0638@somaiya.edu,5,B,B1
Test Student 0639,test.student0639@somaiya.edu,5,B,B2
Test Student 0640,test.student0640@somaiya.edu,5,B,B1
Test Student 0641,test.student0641@somaiya.edu,5,B,B2
Test Student 0642,test.student0642@somaiya.edu,5,B,B1
Test Student 0643,test.student0643@somaiya.edu,5,B,B2
Test Student 0644,test.student0644@somaiya.edu,5,B,B1
Test Student 0645,test.student0645@somaiya.edu,5,B,B2
Test Student 0646,test.student0646@somaiya.edu,5,B,B1
Test Student 0647,test.student0647@somaiya.edu,5,B,B2
Test Student 0648,test.student0648@somaiya.edu,5,B,B1
Test Student 0649,test.student0649@somaiya.edu,5,B,B2
Test Student 0650,test.student0650@somaiya.edu,5,B,B1
Test Student 0651,test.student0651@somaiya.edu,5,B,B2
Test Student 0652,test.student0652@somaiya.edu,5,B,B1
Test Student 0653,test.student0653@somaiya.edu,5,B,B2
Test Student 0654,test.student0654@somaiya.edu,5,B,B1
Test Student 0655,test.student0655@somaiya.edu,5,B,B2
Test Student 0656,test.student0656@somaiya.edu,5,B,B1
Test Student 0657,test.student0657@somaiya.edu,5,B,B2
Test Student 0658,test.student0658@somaiya.edu,5,B,B1
Test Student 0659,test.student0659@somaiya.edu,5,B,B2
Test Student 0660,test.student0660@somaiya.edu,5,B,B1
Test Student 0661,test.student0661@somaiya.edu,5,B,B2
Test Student 0662,test.student0662@somaiya.edu,5,B,B1
Test Student 0663,test.student0663@somaiya.edu,5,B,B2
Test Student 0664,test.student0664@somaiya.edu,5,B,B1
Test Student 0665,test.student0665@somaiya.edu,5,B,B2
Test Student 0666,test.student0666@somaiya.edu,5,B,B1
Test Student 0667,test.student0667@somaiya.edu,5,B,B2
Test Student 0668,test.student0668@somaiya.edu,5,B,B1
Test Student 0669,test.student0669@somaiya.edu,5,B,B2
Test Student 0670,test.student0670@somaiya.edu,5,B,B1
Test Student 0671,test.student0671@somaiya.edu,5,B,B2
Test Student 0672,test.student0672@somaiya.edu,5,B,B1
Test Student 0673,test.student0673@somaiya.edu,5,B,B2
Test Student 0674,test.student0674@somaiya.edu,5,B,B1
Test Student 0675,test.student0675@somaiya.edu,5,B,B2
Test Student 0676,test.student0676@somaiya.edu,5,B,B1
Test Student 0677,test.student0677@somaiya.edu,5,B,B2
Test Student 0678,test.student0678@somaiya.edu,5,B,B1
Test Student 0679,test.student0679@somaiya.edu,5,B,B2
Test Student 0680,test.student0680@somaiya.edu,5,B,B1
Test Student 0681,test.student0681@somaiya.edu,5,B,B2
Test Student 0682,test.student0682@somaiya.edu,5,B,B1
Test Student 0683,test.student0683@somaiya.edu,5,B,B2
Test Student 0684,test.student0684@somaiya.edu,5,B,B1
Test Student 0685,test.student0685@somaiya.edu,5,B,B2
Test Student 0686,test.student0686@somaiya.edu,5,B,B1
Test Student 0687,test.student0687@somaiya.edu,5,B,B2
Test Student 0688,test.student0688@somaiya.edu,5,B,B1
Test Student 0689,test.student0689@somaiya.edu,5,B,B2
Test Student 0690,test.student0690@somaiya.edu,5,B,B1
Test Student 0691,test.student0691@somaiya.edu,5,B,B2
Test Student 0692,test.student0692@somaiya.edu,5,B,B1
Test Student 0693,test.student0693@somaiya.edu,5,B,B2
Test Student 0694,test.student0694@somaiya.edu,5,B,B1
Test Student 0695,test.student0695@somaiya.edu,5,B,B2
Test Student 0696,test.student0696@somaiya.edu,5,B,B1
Test Student 0697,test.student0697@somaiya.edu,5,B,B2
Test Student 0698,test.student0698@somaiya.edu,5,B,B1
Test Student 0699,test.student0699@somaiya.edu,5,B,B2
Test Student 0700,test.student0700@somaiya.edu,5,B,B1
Test Student 0701,test.student0701@somaiya.edu,5,B,B2
Test Student 0702,test.student0702@somaiya.edu,5,B,B1
Test Student 0703,test.student0703@somaiya.edu,5,B,B2
Test Student 0704,test.student0704@somaiya.edu,5,B,B1
Test Student 0705,test.student0705@somaiya.edu,5,B,B2
Test Student 0706,test.student0706@somaiya.edu,5,B,B1
Test Student 0707,test.student0707@somaiya.edu,5,B,B2
Test Student 0708,test.student0708@somaiya.edu,5,B,B1
Test Student 0709,test.student0709@somaiya.edu,5,B,B2
Test Student 0710,test.student0710@somaiya.edu,5,B,B1
Test Student 0711,test.student0711@somaiya.edu,5,B,B2
Test Student 0712,test.student0712@somaiya.edu,5,B,B1
Test Student 0713,test.student0713@somaiya.edu,5,B,B2
Test Student 0714,test.student0714@somaiya.edu,5,B,B1
Test Student 0715,test.student0715@somaiya.edu,5,B,B2
Test Student 0716,test.student0716@somaiya.edu,5,B,B1
Test Student 0717,test.student0717@somaiya.edu,5,B,B2
Test Student 0718,test.student0718@somaiya.edu,5,B,B1
Test Student 0719,test.student0719@somaiya.edu,5,B,B2
Test Student 0720,test.student0720@somaiya.edu,5,B,B1
Test Student 0721,test.student0721@somaiya.edu,5,B,B2
Test Student 0722,test.student0722@somaiya.edu,5,B,B1
Test Student 0723,test.student0723@somaiya.edu,5,B,B2
Test Student 0724,test.student0724@somaiya.edu,5,B,B1
Test Student 0725,test.student0725@somaiya.edu,5,B,B2
Test Student 0726,test.student0726@somaiya.edu,5,B,B1
Test Student 0727,test.student0727@somaiya.edu,5,B,B2
Test Student 0728,test.student0728@somaiya.edu,5,B,B1
Test Student 0729,test.student0729@somaiya.edu,5,B,B2
Test Student 0730,test.student0730@somaiya.edu,5,B,B1
Test Student 0731,test.student0731@somaiya.edu,5,B,B2
Test Student 0732,test.student0732@somaiya.edu,5,B,B1
Test Student 0733,test.student0733@somaiya.edu,5,B,B2
Test Student 0734,test.student0734@somaiya.edu,5,B,B1
Test Student 0735,test.student0735@somaiya.edu,5,B,B2
Test Student 0736,test.student0736@somaiya.edu,5,B,B1
Test Student 0737,test.student0737@somaiya.edu,5,B,B2
Test Student 0738,test.student0738@somaiya.edu,5,B,B1
Test Student 0739,test.student0739@somaiya.edu,5,B,B2
Test Student 0740,test.student0740@somaiya.edu,5,B,B1
Test Student 0741,test.student0741@somaiya.edu,5,B,B2
Test Student 0742,test.student0742@somaiya.edu,5,B,B1
Test Student 0743,test.student0743@somaiya.edu,5,B,B2
Test Student 0744,test.student0744@somaiya.edu,5,B,B1
Test Student 0745,test.student0745@somaiya.edu,5,B,B2
Test Student 0746,test.student0746@somaiya.edu,5,B,B1
Test Student 0747,test.student0747@somaiya.edu,5,B,B2
Test Student 0748,test.student0748@somaiya.edu,5,B,B1
Test Student 0749,test.student0749@somaiya.edu,5,B,B2
Test Student 0750,test.student0750@somaiya.edu,5,B,B1
Test Student 0751,test.student0751@somaiya.edu,5,B,B2
Test Student 0752,test.student0752@somaiya.edu,5,B,B1
Test Student 0753,test.student0753@somaiya.edu,5,B,B2
Test Student 0754,test.student0754@somaiya.edu,5,B,B1
Test Student 0755,test.student0755@somaiya.edu,5,B,B2
Test Student 0756,test.student0756@somaiya.edu,5,B,B1
Test Student 0757,test.student0757@somaiya.edu,5,B,B2
Test Student 0758,test.student0758@somaiya.edu,5,B,B1
Test Student 0759,test.student0759@somaiya.edu,5,B,B2
Test Student 0760,test.student0760@somaiya.edu,5,B,B1
Test Student 0761,test.student0761@somaiya.edu,5,B,B2
Test Student 0762,test.student0762@somaiya.edu,5,B,B1
Test Student 0763,test.student0763@somaiya.edu,5,B,B2
Test Student 0764,test.student0764@somaiya.edu,5,B,B1
Test Student 0765,test.student0765@somaiya.edu,5,B,B2
Test Student 0766,test.student0766@somaiya.edu,5,B,B1
Test Student 0767,test.student0767@somaiya.edu,5,B,B2
Test Student 0768,test.student0768@somaiya.edu,5,B,B1
Test Student 0769,test.student0769@somaiya.edu,5,B,B2
Test Student 0770,test.student0770@somaiya.edu,5,B,B1
Test Student 0771,test.student0771@somaiya.edu,5,B,B2
Test Student 0772,test.student0772@somaiya.edu,5,B,B1
Test Student 0773,test.student0773@somaiya.edu,5,B,B2
Test Student 0774,test.student0774@somaiya.edu,5,B,B1
Test Student 0775,test.student0775@somaiya.edu,5,B,B2
Test Student 0776,test.student0776@somaiya.edu,5,B,B1
Test Student 0777,test.student0777@somaiya.edu,5,B,B2
Test Student 0778,test.student0778@somaiya.edu,5,B,B1
Test Student 0779,test.student0779@somaiya.edu,5,B,B2
Test Student 0780,test.student0780@somaiya.edu,5,B,B1
Test Student 0781,test.student0781@somaiya.edu,5,B,B2
Test Student 0782,test.student0782@somaiya.edu,5,B,B1
Test Student 0783,test.student0783@somaiya.edu,5,B,B2
Test Student 0784,test.student0784@somaiya.edu,5,B,B1
Test Student 0785,test.student0785@somaiya.edu,5,B,B2
Test Student 0786,test.student0786@somaiya.edu,5,B,B1
Test Student 0787,test.student0787@somaiya.edu,5,B,B2
Test Student 0788,test.student0788@somaiya.edu,5,B,B1
Test Student 0789,test.student0789@somaiya.edu,5,B,B2
Test Student 0790,test.student0790@somaiya.edu,5,B,B1
Test Student 0791,test.student0791@somaiya.edu,5,B,B2
Test Student 0792,test.student0792@somaiya.edu,5,B,B1
Test Student 0793,test.student0793@somaiya.edu,5,B,B2
Test Student 0794,test.student0794@somaiya.edu,5,B,B1
Test Student 0795,test.student0795@somaiya.edu,5,B,B2
Test Student 0796,test.student0796@somaiya.edu,5,B,B1
Test Student 0797,test.student0797@somaiya.edu,5,B,B2
Test Student 0798,test.student0798@somaiya.edu,5,B,B1
Test Student 0799,test.student0799@somaiya.edu,5,B,B2
Test Student 0800,test.student0800@somaiya.edu,5,B,B1
Test Student 0801,test.student0801@somaiya.edu,5,B,B2
Test Student 0802,test.student0802@somaiya.edu,5,B,B1
Test Student 0803,test.student0803@somaiya.edu,5,B,B2
Test Student 0804,test.student0804@somaiya.edu,5,B,B1
Test Student 0805,test.student0805@somaiya.edu,5,B,B2
Test Student 0806,test.student0806@somaiya.edu,5,B,B1
Test Student 0807,test.student0807@somaiya.edu,5,B,B2
Test Student 0808,test.student0808@somaiya.edu,5,B,B1
Test Student 0809,test.student0809@somaiya.edu,5,B,B2
Test Student 0810,test.student0810@somaiya.edu,5,B,B1
Test Student 0811,test.student0811@somaiya.edu,5,B,B2
Test Student 0812,test.student0812@somaiya.edu,5,B,B1
Test Student 0813,test.student0813@somaiya.edu,5,B,B2
Test Student 0814,test.student0814@somaiya.edu,5,B,B1
Test Student 0815,test.student0815@somaiya.edu,5,B,B2
Test Student 0816,test.student0816@somaiya.edu,5,B,B1
Test Student 0817,test.student0817@somaiya.edu,5,B,B2
Test Student 0818,test.student0818@somaiya.edu,5,B,B1
Test Student 0819,test.student0819@somaiya.edu,5,B,B2
Test Student 0820,test.student0820@somaiya.edu,5,B,B1
Test Student 0821,test.student0821@somaiya.edu,5,B,B2
Test Student 0822,test.student0822@somaiya.edu,5,B,B1
Test Student 0823,test.student0823@somaiya.edu,5,B,B2
Test Student 0824,test.student0824@somaiya.edu,5,B,B1
Test Student 0825,test.student0825@somaiya.edu,5,B,B2
Test Student 0826,test.student0826@somaiya.edu,5,B,B1
Test Student 0827,test.student0827@somaiya.edu,5,B,B2
Test Student 0828,test.student0828@somaiya.edu,5,B,B1
Test Student 0829,test.student0829@somaiya.edu,5,B,B2
Test Student 0830,test.student0830@somaiya.edu,5,B,B1
Test Student 0831,test.student0831@somaiya.edu,5,B,B2
Test Student 0832,test.student0832@somaiya.edu,5,B,B1
Test Student 0833,test.student0833@somaiya.edu,5,B,B2
Test Student 0834,test.student0834@somaiya.edu,5,B,B1
Test Student 0835,test.student0835@somaiya.edu,5,B,B2
Test Student 0836,test.student0836@somaiya.edu,5,B,B1
Test Student 0837,test.student0837@somaiya.edu,5,B,B2
Test Student 0838,test.student0838@somaiya.edu,5,B,B1
Test Student 0839,test.student0839@somaiya.edu,5,B,B2
Test Student 0840,test.student0840@somaiya.edu,5,B,B1
Test Student 0841,test.student0841@somaiya.edu,5,B,B2
Test Student 0842,test.student0842@somaiya.edu,5,B,B1
Test Student 0843,test.student0843@somaiya.edu,5,B,B2
Test Student 0844,test.student0844@somaiya.edu,5,B,B1
Test Student 0845,test.student0845@somaiya.edu,5,B,B2
Test Student 0846,test.student0846@somaiya.edu,5,B,B1
Test Student 0847,test.student0847@somaiya.edu,5,B,B2
Test Student 0848,test.student0848@somaiya.edu,5,B,B1
Test Student 0849,test.student0849@somaiya.edu,5,B,B2
Test Student 0850,test.student0850@somaiya.edu,5,B,B1
Test Student 0851,test.student0851@somaiya.edu,5,B,B2
Test Student 0852,test.student0852@somaiya.edu,5,B,B1
Test Student 0853,test.student0853@somaiya.edu,5,B,B2
Test Student 0854,test.student0854@somaiya.edu,5,B,B1
Test Student 0855,test.student0855@somaiya.edu,5,B,B2
Test Student 0856,test.student0856@somaiya.edu,5,B,B1
Test Student 0857,test.student0857@somaiya.edu,5,B,B2
Test Student 0858,test.student0858@somaiya.edu,5,B,B1
Test Student 0859,test.student0859@somaiya.edu,5,B,B2
Test Student 0860,test.student0860@somaiya.edu,5,B,B1
Test Student 0861,test.student0861@somaiya.edu,5,B,B2
Test Student 0862,test.student0862@somaiya.edu,5,B,B1
Test Student 0863,test.student0863@somaiya.edu,5,B,B2
Test Student 0864,test.student0864@somaiya.edu,5,B,B1
Test Student 0865,test.student0865@somaiya.edu,5,B,B2
Test Student 0866,test.student0866@somaiya.edu,5,B,B1
Test Student 0867,test.student0867@somaiya.edu,5,B,B2
Test Student 0868,test.student0868@somaiya.edu,5,B,B1
Test Student 0869,test.student0869@somaiya.edu,5,B,B2
Test Student 0870,test.student0870@somaiya.edu,5,B,B1
Test Student 0871,test.student0871@somaiya.edu,5,B,B2
Test Student 0872,test.student0872@somaiya.edu,5,B,B1
Test Student 0873,test.student0873@somaiya.edu,5,B,B2
Test Student 0874,test.student0874@somaiya.edu,5,B,B1
Test Student 0875,test.student0875@somaiya.edu,5,B,B2
Test Student 0876,test.student0876@somaiya.edu,5,B,B1
Test Student 0877,test.student0877@somaiya.edu,5,B,B2
Test Student 0878,test.student0878@somaiya.edu,5,B,B1
Test Student 0879,test.student0879@somaiya.edu,5,B,B2
Test Student 0880,test.student0880@somaiya.edu,5,B,B1
Test Student 0881,test.student0881@somaiya.edu,5,B,B2
Test Student 0882,test.student0882@somaiya.edu,5,B,B1
Test Student 0883,test.student0883@somaiya.edu,5,B,B2
Test Student 0884,test.student0884@somaiya.edu,5,B,B1
Test Student 0885,test.student0885@somaiya.edu,5,B,B2
Test Student 0886,test.student0886@somaiya.edu,5,B,B1
Test Student 0887,test.student0887@somaiya.edu,5,B,B2
Test Student 0888,test.student0888@somaiya.edu,5,B,B1
Test Student 0889,test.student0889@somaiya.edu,5,B,B2
Test Student 0890,test.student0890@somaiya.edu,5,B,B1
Test Student 0891,test.student0891@somaiya.edu,5,B,B2
Test Student 0892,test.student0892@somaiya.edu,5,B,B1
Test Student 0893,test.student0893@somaiya.edu,5,B,B2
Test Student 0894,test.student0894@somaiya.edu,5,B,B1
Test Student 0895,test.student0895@somaiya.edu,5,B,B2
Test Student 0896,test.student0896@somaiya.edu,5,B,B1
Test Student 0897,test.student0897@somaiya.edu,5,B,B2
Test Student 0898,test.student0898@somaiya.edu,5,B,B1
Test Student 0899,test.student0899@somaiya.edu,5,B,B2
Test Student 0900,test.student0900@somaiya.edu,5,B,B1
Test Student 0901,test.student0901@somaiya.edu,5,B,B2
Test Student 0902,test.student0902@somaiya.edu,5,B,B1
Test Student 0903,test.student0903@somaiya.edu,5,B,B2
Test Student 0904,test.student0904@somaiya.edu,5,B,B1
Test Student 0905,test.student0905@somaiya.edu,5,B,B2
Test Student 0906,test.student0906@somaiya.edu,5,B,B1
Test Student 0907,test.student0907@somaiya.edu,5,B,B2
Test Student 0908,test.student0908@somaiya.edu,5,B,B1
Test Student 0909,test.student0909@somaiya.edu,5,B,B2
Test Student 0910,test.student0910@somaiya.edu,5,B,B1
Test Student 0911,test.student0911@somaiya.edu,5,B,B2
Test Student 0912,test.student0912@somaiya.edu,5,B,B1
Test Student 0913,test.student0913@somaiya.edu,5,B,B2
Test Student 0914,test.student0914@somaiya.edu,5,B,B1
Test Student 0915,test.student0915@somaiya.edu,5,B,B2
Test Student 0916,test.student0916@somaiya.edu,5,B,B1
Test Student 0917,test.student0917@somaiya.edu,5,B,B2
Test Student 0918,test.student0918@somaiya.edu,5,B,B1
Test Student 0919,test.student0919@somaiya.edu,5,B,B2
Test Student 0920,test.student0920@somaiya.edu,5,B,B1
Test Student 0921,test.student0921@somaiya.edu,5,B,B2
Test Student 0922,test.student0922@somaiya.edu,5,B,B1
Test Student 0923,test.student0923@somaiya.edu,5,B,B2
Test Student 0924,test.student0924@somaiya.edu,5,B,B1
Test Student 0925,test.student0925@somaiya.edu,5,B,B2
Test Student 0926,test.student0926@somaiya.edu,5,B,B1
Test Student 0927,test.student0927@somaiya.edu,5,B,B2
Test Student 0928,test.student0928@somaiya.edu,5,B,B1
Test Student 0929,test.student0929@somaiya.edu,5,B,B2
Test Student 0930,test.student0930@somaiya.edu,5,B,B1
Test Student 0931,test.student0931@somaiya.edu,5,B,B2
Test Student 0932,test.student0932@somaiya.edu,5,B,B1
Test Student 0933,test.student0933@somaiya.edu,5,B,B2
Test Student 0934,test.student0934@somaiya.edu,5,B,B1
Test Student 0935,test.student0935@somaiya.edu,5,B,B2
Test Student 0936,test.student0936@somaiya.edu,5,B,B1
Test Student 0937,test.student0937@somaiya.edu,5,B,B2
Test Student 0938,test.student0938@somaiya.edu,5,B,B1
Test Student 0939,test.student0939@somaiya.edu,5,B,B2
Test Student 0940,test.student0940@somaiya.edu,5,B,B1
Test Student 0941,test.student0941@somaiya.edu,5,B,B2
Test Student 0942,test.student0942@somaiya.edu,5,B,B1
Test Student 0943,test.student0943@somaiya.edu,5,B,B2
Test Student 0944,test.student0944@somaiya.edu,5,B,B1
Test Student 0945,test.student0945@somaiya.edu,5,B,B2
Test Student 0946,test.student0946@somaiya.edu,5,B,B1
Test Student 0947,test.student0947@somaiya.edu,5,B,B2
Test Student 0948,test.student0948@somaiya.edu,5,B,B1
Test Student 0949,test.student0949@somaiya.edu,5,B,B2
Test Student 0950,test.student0950@somaiya.edu,5,B,B1
Test Student 0951,test.student0951@somaiya.edu,5,B,B2
Test Student 0952,test.student0952@somaiya.edu,5,B,B1
Test Student 0953,test.student0953@somaiya.edu,5,B,B2
Test Student 0954,test.student0954@somaiya.edu,5,B,B1
Test Student 0955,test.student0955@somaiya.edu,5,B,B2
Test Student 0956,test.student0956@somaiya.edu,5,B,B1
Test Student 0957,test.student0957@somaiya.edu,5,B,B2
Test Student 0958,test.student0958@somaiya.edu,5,B,B1
Test Student 0959,test.student0959@somaiya.edu,5,B,B2
Test Student 0960,test.student0960@somaiya.edu,5,B,B1
Test Student 0961,test.student0961@somaiya.edu,5,B,B2
Test Student 0962,test.student0962@somaiya.edu,5,B,B1
Test Student 0963,test.student0963@somaiya.edu,5,B,B2
